Prefixo;grupo;codigo_ativo;data_referencia;data_vencimento;percentual_taxa;taxa_compra;taxa_venda;taxa_indicativa;desvio_padrao;val_min_intervalo;val_max_intervalo;pu;percent_pu_par;duration;percent_reune;emissor
consultoria;DI SPREAD;RDORH6;2026-05-19;2035-08-20;DI + 1,1500%;1.3998;1.0847;1.2635;0.07;1.19;1.33;1029.804543;99.46;1206.0;10%;REDE DOR SÃO LUIZ S/A (*)
consultoria;IPCA SPREAD;RDVE11;2026-05-19;2038-04-15;IPCA + 7,0421%;7.8444;7.5724;7.6948;0.07;7.62;7.76;1072.568543;97.09;1214.0;--;RDVE SUBHOLDING S.A. (*)
consultoria;DI SPREAD;RECV12;2026-05-19;2029-10-15;DI + 1,1500%;1.0619;0.7214;0.9087;0.03;0.87;0.94;1018.768873;100.57;608.0;--;PETRORECONCAVO S.A. (*)
consultoria;DI SPREAD;RENTD5;2026-05-19;2031-08-27;DI + 1,1800%;1.3795;1.1456;1.2662;0.06;1.2;1.33;1029.318464;99.7;866.0;--;LOCALIZA RENT A CAR (*)
consultoria;DI SPREAD;RENTE5;2026-05-19;2032-08-27;DI + 1,2800%;1.4918;1.1594;1.3256;0.05;1.27;1.37;1030.744913;99.82;983.0;--;LOCALIZA RENT A CAR (*)
consultoria;DI SPREAD;RENTF2;2026-05-19;2032-05-20;DI + 1,4000%;1.395;1.0923;1.2409;0.07;1.16;1.31;1081.487801;100.6;968.0;--;LOCALIZA RENT A CAR (*)
consultoria;DI SPREAD;SBFC13;2026-05-19;2027-04-29;DI + 2,1000%;0.9533;0.6523;0.8033;0.0;0.79;0.81;339.907884;101.15;226.0;--;SBF COMERCIO DE PRODUTOS ESPORTIVOS S.A.
consultoria;DI SPREAD;SBSPC3;2026-05-19;2027-05-10;DI + 0,6300%;0.5614;0.2222;0.4049;0.03;0.36;0.44;335.151878;100.2;234.0;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP
consultoria;IPCA SPREAD;SBSPC4;2026-05-19;2026-07-15;IPCA + 3,2000%;10.4691;;9.7099;0.07;9.63;9.78;1481.33585;99.03;40.0;10%;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP
consultoria;IPCA SPREAD;STBP35;2026-05-19;2034-08-15;IPCA + 6,3936%;7.8581;7.5139;7.601;0.12;7.47;7.72;1037.496142;93.69;1446.0;5%;SANTOS BRASIL PARTICIPAÇÕES S/A (*)
consultoria;IPCA SPREAD;SUMI19;2026-05-19;2032-04-15;IPCA + 9,4735%;14.5978;13.0018;13.8852;0.63;13.25;14.51;890.297281;84.53;1057.0;--;GIGA MAIS FIBRA TELECOMUNICACOES S.A. (*)
consultoria;IPCA SPREAD;TAEEA4;2026-05-19;2033-09-15;IPCA + 5,8741%;7.9628;7.6224;7.7683;0.06;7.7;7.83;1032.206192;89.98;1488.0;--;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.
consultoria;IPCA SPREAD;TAEEC4;2026-05-19;2038-09-15;IPCA + 6,2709%;7.8093;7.5281;7.6331;0.03;7.59;7.66;1035.512206;90.21;2012.0;--;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.
consultoria;IPCA SPREAD;TCII11;2026-05-19;2041-09-15;IPCA + 6,0594%;8.304;8.0984;8.1461;0.06;8.08;8.21;1166.729526;88.77;1491.0;10%;AES TUCANO HOLDING II S.A (*)
consultoria;IPCA SPREAD;TIET39;2026-05-19;2029-03-15;IPCA + 4,7133%;8.0594;7.8029;7.9367;0.06;7.86;8.0;1402.520793;94.85;436.0;--;AES TIETE ENERGIA S/A (*) (**)
consultoria;IPCA SPREAD;TRCC11;2026-05-19;2028-09-15;IPCA + 6,5333%;7.8793;7.5508;7.724;0.05;7.66;7.78;1021.783776;97.97;462.0;--;TCC - TRANSMISSORA CAMINHO DO CAFÉ S.A.
consultoria;IPCA SPREAD;TRGO11;2026-05-19;2031-12-15;IPCA + 7,0176%;8.2061;8.0145;8.1126;0.01;8.1;8.12;1099.472976;97.39;649.0;--;ARGO TRANSMISSAO DE ENERGIA S.A.
consultoria;DI SPREAD;TRPLB5;2026-05-19;2031-03-17;DI + 0,8000%;0.815;0.4485;0.6267;0.13;0.49;0.76;1030.664976;100.56;819.0;--;ISA ENERGIA BRASIL S.A. (*)
consultoria;IPCA SPREAD;TUPW21;2026-05-19;2036-10-15;IPCA + 8,2194%;;9.1779;9.2349;0.09;9.14;9.32;1002.302503;95.3;1288.0;--;TUPI ENERGIAS RENOVAVEIS S.A (*)
consultoria;IPCA SPREAD;UNEG11;2026-05-19;2039-07-15;IPCA + 5,9200%;8.6706;8.2567;8.5389;0.23;8.3;8.77;1166.067745;84.73;1665.0;40%;UTE GNA I GERACAO DE ENERGIA S.A. (*)
consultoria;IPCA SPREAD;USAS12;2026-05-19;2032-09-15;IPCA + 8,0857%;8.8989;8.6121;8.781;0.08;8.7;8.86;1022.535695;97.47;1002.0;35%;USINA SANTA ADÉLIA S.A. (*)
consultoria;IPCA SPREAD;UTPS22;2026-05-19;2036-10-15;IPCA + 5,7500%;8.8678;8.4615;8.815;0.3;8.51;9.11;1196.434332;85.19;1385.0;35%;USINA TERMELETRICA PAMPA SUL S.A.
consultoria;IPCA SPREAD;VALEB0;2026-05-19;2036-10-15;IPCA + 6,4368%;7.364;7.0854;7.2555;0.11;7.14;7.36;1025.848521;94.3;1917.0;--;VALE S/A (*)
consultoria;IPCA SPREAD;VALEB1;2026-05-19;2032-05-15;IPCA + 6,8881%;7.4222;6.9571;7.1759;0.14;7.03;7.32;1028.866087;98.66;1257.0;--;VALE S/A (*)
consultoria;DI SPREAD;VAMO14;2026-05-19;2028-10-15;DI + 2,4000%;4.3006;3.6488;3.9084;0.14;3.76;4.04;995.626544;98.18;313.0;--;VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)
consultoria;DI SPREAD;VBBR14;2026-05-19;2028-11-16;DI + 1,4500%;1.0522;0.6834;0.8781;0.03;0.84;0.91;1087.753211;100.97;434.0;--;VIBRA ENERGIA S.A (*)
consultoria;DI SPREAD;VEBMA6;2026-05-19;2030-12-20;DI + 1,4800%;1.4115;1.1517;1.2895;0.03;1.25;1.32;1068.222158;100.61;819.0;--;VOTORANTIM CIMENTOS S/A (*)
consultoria;DI SPREAD;VIVA11;2026-05-19;2030-08-27;DI + 0,7000%;3.0178;;1.2909;0.01;1.27;1.3;1013.816913;98.3;734.0;--;VIVARA PARTICIPACOES S.A. (*)
consultoria;DI SPREAD;VIXL25;2026-05-19;2028-10-26;DI + 2,5000%;1.3881;0.8064;1.1707;0.11;1.05;1.28;1026.652053;101.69;325.0;--;VIX LOGÍSTICA S/A
consultoria;IPCA SPREAD;VLIM17;2026-05-19;2035-05-15;IPCA + 7,0166%;8.1801;7.9071;8.0092;0.06;7.94;8.07;986.756803;94.43;1554.0;35%;VLI MULTIMODAL S/A (*)
consultoria;IPCA SPREAD;VPLT12;2026-05-19;2027-06-15;IPCA + 3,9407%;9.9749;;9.172;0.61;8.56;9.78;308.726629;96.95;157.0;--;VIAPAULISTA S.A.
consultoria;DI SPREAD;ABSP12;2026-05-19;2026-10-15;DI + 1,9500%;;0.5815;1.4833;0.07;1.41;1.55;1015.530339;100.18;104.0;35%;AGUAS DE BOMBINHAS SANEAMENTO SPE S.A. (*) (**)
consultoria;DI SPREAD;AEGP17;2026-05-19;2027-04-12;DI + 2,1500%;3.4236;1.9081;2.5645;0.21;2.34;2.78;337.20185;99.65;214.0;10%;AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**)
consultoria;PREFIXADO;AEGPA8;2026-05-19;2031-01-15;PREFIXADO + 16,3433%;;;16.551;0.15;16.39;16.71;1044.976808;99.41;827.0;--;AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*)
consultoria;DI SPREAD;AEGPB7;2026-05-19;2028-09-15;DI + 2,9500%;3.7741;2.1876;3.0337;0.26;2.76;3.29;1027.287471;99.87;399.0;--;AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*)
consultoria;IPCA SPREAD;AESOA1;2026-05-19;2038-03-15;IPCA + 6,4966%;8.2455;8.0075;8.124;0.03;8.09;8.15;1027.248953;91.87;1388.0;--;AES TIETE ENERGIA S/A (*)
consultoria;DI SPREAD;ALGAA2;2026-05-19;2029-01-15;DI + 1,5500%;1.1552;1.0276;1.0901;0.01;1.07;1.1;1060.323023;100.82;456.0;--;ALGAR TELECOM S/A (*)
consultoria;IPCA SPREAD;ALGAB1;2026-05-19;2031-07-15;IPCA + 4,9999%;9.1074;8.7921;8.9517;0.03;8.91;8.98;1158.226473;87.28;920.0;10%;ALGAR TELECOM S/A (*)
consultoria;DI SPREAD;ALGTA6;2026-05-19;2033-02-22;DI + 1,2500%;1.3;0.9047;1.1105;0.01;1.09;1.13;1040.847762;100.56;1035.0;--;ALGAR TELECOM S/A (*)
consultoria;DI SPREAD;ALPA22;2026-05-19;2029-12-12;DI + 1,5000%;0.7534;0.3981;0.5741;0.03;0.53;0.61;1089.247276;102.21;602.0;--;ALPARGATAS S.A. (*) (**)
consultoria;DI SPREAD;ALTF11;2026-05-19;2027-01-15;DI + 2,3000%;0.8902;0.387;0.6023;0.4;0.2;1.0;512.335509;101.06;158.0;--;ALTHAIA S.A. INDUSTRIA FARMACEUTICA (*) (**)
consultoria;DI SPREAD;ANIM18;2026-05-19;2029-10-15;DI + 1,5000%;1.75;1.3092;1.5068;0.02;1.47;1.53;1013.047276;99.98;633.0;35%;ANIMA HOLDING S/A (*)
consultoria;DI SPREAD;ARML25;2026-05-19;2034-09-25;DI + 1,6000%;3.25;2.75;2.9529;0.1;2.84;3.05;963.318591;94.26;1113.0;--;ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*)
consultoria;DI SPREAD;ASAI19;2026-05-19;2029-03-25;DI + 1,2500%;2.0;1.5159;1.7555;0.01;1.73;1.77;1011.283947;99.0;504.0;35%;SENDAS DISTRIBUIDORA S/A (*)
consultoria;IPCA SPREAD;AXIA38;2026-05-19;2041-02-15;IPCA + 6,6752%;7.8483;7.4999;7.6444;0.02;7.61;7.67;955.189811;92.2;2234.0;--;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*)
consultoria;DI SPREAD;BCPSA6;2026-05-19;2028-10-10;DI + 0,5500%;0.6121;0.4;0.5062;0.02;0.48;0.53;1015.021333;100.09;524.0;--;CLARO S/A
consultoria;DI SPREAD;BRIT12;2026-05-19;2030-07-10;DI + 1,6000%;1.5588;1.102;1.3736;0.0;1.37;1.37;1059.500394;100.54;613.0;5%;BRISANET PARTICIPACOES S.A. (*)
consultoria;DI SPREAD;BRMLB1;2026-05-19;2034-08-20;DI + 0,9500%;0.7763;0.55;0.6528;0.01;0.64;0.66;1048.730604;101.33;1139.0;--;BR MALLS PARTICIPAÇÕES S/A (*)
consultoria;DI SPREAD;BRST14;2026-05-19;2031-05-15;DI + 1,4000%;1.9;1.322;1.6046;0.0;1.59;1.61;994.981298;99.38;775.0;--;BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*)
consultoria;IPCA SPREAD;BTEL23;2026-05-19;2032-04-15;IPCA + 8,2700%;10.3035;9.2904;9.7645;0.18;9.57;9.95;990.306231;94.14;1105.0;--;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. (*)
consultoria;IPCA SPREAD;CASN34;2026-05-19;2037-04-15;IPCA + 10,6573%;8.6959;8.2214;8.3539;0.12;8.22;8.47;1166.288915;110.28;1193.0;--;COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*)
consultoria;IPCA SPREAD;CEAP14;2026-05-19;2033-12-15;IPCA + 6,7500%;8.3152;8.0955;8.1902;0.04;8.14;8.23;1078.276064;93.24;1307.0;--;COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*)
consultoria;IPCA SPREAD;CEAP19;2026-05-19;2037-06-15;IPCA + 7,0606%;;8.0829;8.2107;0.13;8.07;8.34;994.782023;92.95;1707.0;--;COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*)
consultoria;DI SPREAD;CEEBA6;2026-05-19;2028-08-15;DI + 1,9500%;1.8281;1.35;1.5935;0.01;1.57;1.61;1045.507463;100.66;479.0;--;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**)
consultoria;PREFIXADO;CEEBD1;2026-05-19;2032-11-15;PREFIXADO + 11,6692%;14.3319;13.3954;14.0656;0.24;13.81;14.31;905.959445;90.51;1170.0;40%;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*)
consultoria;DI SPREAD;CEEDA0;2026-05-19;2032-10-15;DI + 0,6500%;0.8958;0.7;0.7976;0.0;0.78;0.8;1006.877285;99.44;952.0;5%;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*)
consultoria;DI SPREAD;CEPEB1;2026-05-19;2028-10-15;DI + 1,5400%;1.2252;0.5527;0.8881;0.08;0.8;0.97;1024.331351;101.09;425.0;--;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**)
consultoria;IPCA SPREAD;CEPEC1;2026-05-19;2031-10-15;IPCA + 5,8750%;8.17;8.0035;8.0863;0.03;8.04;8.12;1178.527136;92.29;973.0;--;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*)
consultoria;IPCA SPREAD;CEPEC2;2026-05-19;2032-04-15;IPCA + 6,2792%;8.1381;7.9537;8.0456;0.05;7.99;8.09;1127.061138;93.27;1060.0;--;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*)
consultoria;PREFIXADO;CEROA3;2026-05-19;2032-05-15;PREFIXADO + 13,7000%;14.1996;13.5527;13.9682;0.3;13.66;14.27;990.955055;98.99;1079.0;15%;CENTRAIS ELETRICAS DE RONDONIA S/A CERON (*)
consultoria;IPCA SPREAD;CEROB4;2026-05-19;2040-10-15;IPCA + 7,1683%;7.9989;7.7468;7.9594;0.09;7.86;8.05;973.888811;93.79;2174.0;--;CENTRAIS ELETRICAS DE RONDONIA S/A CERON (*)
consultoria;IPCA SPREAD;CGASA4;2026-05-19;2037-09-15;IPCA + 6,7998%;7.9451;7.5496;7.7594;0.06;7.69;7.82;973.739752;93.15;1980.0;--;COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*)
consultoria;DI SPREAD;CGOS17;2026-05-19;2030-08-05;DI + 1,0000%;0.801;0.5508;0.6847;0.02;0.65;0.71;1048.78738;100.79;638.0;--;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;DI SPREAD;CHSF12;2026-05-19;2029-04-15;DI + 0,8500%;0.7;0.4001;0.5759;0.03;0.53;0.61;1019.365176;100.66;612.0;--;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*)
consultoria;DI SPREAD;CIEL18;2026-05-19;2029-05-08;DI + 0,5400%;0.5821;0.4023;0.5005;0.01;0.48;0.51;1004.879613;100.09;629.0;--;CIELO S/A (*)
consultoria;IPCA SPREAD;CJEN13;2026-05-19;2035-12-15;IPCA + 8,1693%;7.7522;7.5884;7.6257;0.14;7.48;7.76;1243.232439;102.03;1014.0;--;TESC-TERMINAL SANTA CATARINA S/A (*)
consultoria;IPCA SPREAD;CMGDB0;2026-05-19;2034-02-15;IPCA + 6,1469%;8.0232;7.8238;7.912;0.06;7.84;7.97;1027.053171;91.35;1372.0;10%;CEMIG DISTRIBUIÇÃO S/A (*)
consultoria;IPCA SPREAD;CMGTA1;2026-05-19;2037-10-15;IPCA + 6,7878%;8.002;7.7984;7.8875;0.03;7.85;7.92;960.827503;92.58;1877.0;40%;CEMIG GERAÇÃO E TRANSMISSÃO S/A (*)
consultoria;IPCA SPREAD;CMIN11;2026-05-19;2031-07-15;IPCA + 4,8790%;15.4855;12.9039;14.181;0.74;13.43;14.92;911.671512;68.55;1097.0;--;CSN MINERACAO S.A. (*)
consultoria;IPCA SPREAD;CNRD12;2026-05-19;2043-05-15;IPCA + 7,6891%;8.7612;8.4534;8.6856;0.05;8.63;8.73;964.639516;93.48;1817.0;35%;CONCESSIONARIA DA RODOVIA MS 306 S.A. (*)
consultoria;DI SPREAD;COGNA4;2026-05-19;2029-11-19;DI + 1,6000%;1.4653;1.0583;1.2784;0.04;1.23;1.32;1007.932121;100.79;628.0;--;COGNA EDUCACAO S.A (*)
consultoria;DI SPREAD;COGNB2;2026-05-19;2029-05-15;DI + 1,6000%;1.4283;1.0;1.2306;0.04;1.18;1.27;1009.000207;100.77;537.0;10%;COGNA EDUCACAO S.A (*)
consultoria;IPCA SPREAD;CPFPB7;2026-05-19;2039-04-15;IPCA + 6,3018%;7.9053;7.626;7.8072;0.1;7.7;7.91;985.432234;88.88;2081.0;--;COMPANHIA PIRATININGA DE FORÇA E LUZ (*)
consultoria;IPCA SPREAD;CPLD15;2026-05-19;2027-11-15;IPCA + 4,2000%;8.114;7.8994;8.001;0.07;7.92;8.07;933.779084;96.58;243.0;--;COPEL DISTRIBUICAO S/A
consultoria;DI SPREAD;CPLD38;2026-05-19;2028-06-15;DI + 2,2500%;1.7821;1.0016;1.4187;0.05;1.36;1.47;1083.440393;101.41;435.0;--;COPEL DISTRIBUICAO S/A (*)
consultoria;IPCA SPREAD;CRMG15;2026-05-19;2030-12-15;IPCA + 5,9668%;8.1603;7.9345;8.1301;0.1;8.02;8.23;925.818429;95.14;613.0;45%;CONCESSIONÁRIA DA RODOVIA MG-050 S/A (*)
consultoria;DI SPREAD;CSAN24;2026-05-19;2032-05-05;DI + 1,9000%;2.7672;2.3158;2.5732;0.09;2.48;2.66;982.877473;97.69;891.0;15%;COSAN S.A. (*)
consultoria;DI SPREAD;CSANC2;2026-05-19;2032-03-27;DI + 1,0000%;2.7745;2.1697;2.4817;0.1;2.37;2.59;1122.302795;94.92;893.0;--;COSAN S.A. (*)
consultoria;IPCA SPREAD;CSMGB4;2026-05-19;2026-06-15;IPCA + 4,3000%;11.6081;10.7674;11.3054;0.59;10.71;11.89;184.536487;99.53;18.0;--;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**)
consultoria;IPCA SPREAD;CSMGB9;2026-05-19;2034-07-15;IPCA + 7,2735%;9.078;8.9485;9.018;0.0;9.0;9.02;1035.454231;94.02;952.0;--;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*)
consultoria;DI SPREAD;CSMGD1;2026-05-19;2035-10-15;DI + 0,5200%;1.1444;0.8;0.9696;0.02;0.94;0.99;994.918499;98.27;978.0;--;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*)
consultoria;IPCA SPREAD;CSMGE2;2026-05-19;2036-03-15;IPCA + 8,5670%;9.1756;8.8665;9.0222;0.06;8.95;9.08;1010.048132;98.02;1199.0;15%;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*)
consultoria;IPCA SPREAD;CTEE2B;2026-05-19;2039-10-15;IPCA + 5,8640%;7.7627;7.5067;7.6125;0.03;7.57;7.64;1106.485738;86.59;2175.0;--;ISA ENERGIA BRASIL S.A. (*)
consultoria;DI SPREAD;DASAA6;2026-05-19;2027-04-20;DI + 1,6000%;2.2862;1.7754;1.99;0.25;1.73;2.24;504.035326;99.66;221.0;--;DIAGNÓSTICOS DA AMÉRICA S/A (*) (**)
consultoria;DI SPREAD;DASAB4;2026-05-19;2027-10-20;DI + 2,4000%;3.0302;1.285;1.9139;0.44;1.46;2.35;1016.247087;100.41;218.0;--;DIAGNÓSTICOS DA AMÉRICA S/A (*) (**)
consultoria;DI SPREAD;DASAC2;2026-05-19;2030-11-20;DI + 3,4000%;3.3547;2.8962;3.1224;0.02;3.09;3.15;1090.910667;100.67;635.0;35%;DIAGNÓSTICOS DA AMÉRICA S/A (*)
consultoria;DI SPREAD;DASAC5;2026-05-19;2031-10-30;DI + 2,0500%;3.4295;2.9593;3.1595;0.14;3.01;3.3;967.040601;95.99;948.0;5%;DIAGNÓSTICOS DA AMÉRICA S/A (*)
consultoria;IPCA SPREAD;DESK17;2026-05-19;2031-06-15;IPCA + 7,4408%;8.4398;8.2207;8.3262;0.04;8.28;8.36;1096.330799;97.21;865.0;--;DESKTOP S/A (*)
consultoria;IPCA SPREAD;EBAS13;2026-05-19;2035-11-15;IPCA + 8,6000%;8.6512;8.1268;8.3983;0.12;8.27;8.51;1139.812652;100.73;997.0;10%;EMPRESA BAIANA DE AGUAS E SANEAMENTO SA (*)
consultoria;DI SPREAD;EBENA2;2026-05-19;2026-07-20;DI + 1,2500%;0.9;0.3753;0.6289;0.05;0.57;0.68;349.945899;100.1;43.0;--;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*) (**)
consultoria;IPCA SPREAD;ECER12;2026-05-19;2027-09-15;IPCA + 6,3500%;8.3323;8.0878;8.2346;0.04;8.19;8.27;1311.072691;97.7;333.0;--;CONCESSIONARIA ECOVIAS DO CERRADO S.A. (*)
consultoria;DI SPREAD;ECOV17;2026-05-19;2032-02-25;DI + 1,2500%;0.8002;0.6555;0.7319;0.04;0.69;0.77;1052.048803;101.77;864.0;10%;CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*)
consultoria;IPCA SPREAD;EDPA11;2026-05-19;2044-10-15;IPCA + 8,3431%;7.9706;7.6759;7.8768;0.11;7.76;7.99;1353.463828;102.91;1692.0;--;EDP TRANSMISSAO ALIANCA SC S.A.
consultoria;IPCA SPREAD;EGIE27;2026-05-19;2028-07-15;IPCA + 5,9033%;7.8991;7.5267;7.6839;0.02;7.65;7.71;1553.876968;98.38;245.0;--;ENGIE BRASIL ENERGIA S.A.
consultoria;IPCA SPREAD;EGIEA0;2026-05-19;2046-09-15;IPCA + 5,7158%;7.6539;7.4951;7.5508;0.03;7.51;7.58;1040.877268;85.65;2185.0;--;ENGIE BRASIL ENERGIA S.A. (*)
consultoria;PREFIXADO;EGIEA2;2026-05-19;2029-08-15;PREFIXADO + 12,4974%;13.8316;13.2431;13.713;0.25;13.45;13.97;1020.611009;97.21;659.0;--;ENGIE BRASIL ENERGIA S.A. (*)
consultoria;PREFIXADO;EGIEA3;2026-05-19;2030-09-25;PREFIXADO + 12,2372%;;;13.724;0.29;13.42;14.02;971.668156;95.57;863.0;10%;ENGIE BRASIL ENERGIA S.A. (*)
consultoria;PREFIXADO;EGIEA4;2026-05-19;2032-01-15;PREFIXADO + 14,3509%;13.975;13.3617;13.6808;0.26;13.41;13.94;1194.085822;102.06;877.0;--;ENGIE BRASIL ENERGIA S.A. (*)
consultoria;PREFIXADO;EGIEA5;2026-05-19;2035-06-15;PREFIXADO + 12,8775%;14.1239;13.4007;13.7852;0.36;13.42;14.14;1064.497984;96.09;1246.0;45%;ENGIE BRASIL ENERGIA S.A. (*)
consultoria;DI SPREAD;EKTRA1;2026-05-19;2027-07-15;DI + 1,2800%;1.1;;1.0108;0.05;0.95;1.06;1053.669229;100.27;264.0;--;ELEKTRO REDES S.A. (*) (**)
consultoria;IPCA SPREAD;ELET14;2026-05-19;2031-09-15;IPCA + 6,3170%;8.008;7.6665;7.8049;0.07;7.72;7.88;1089.842737;94.89;947.0;5%;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*)
consultoria;DI SPREAD;ELET17;2026-05-19;2035-11-15;DI + 0,8500%;1.0012;0.7673;0.8821;0.02;0.86;0.9;999.519123;99.83;1279.0;--;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*)
consultoria;DI SPREAD;ENMTB0;2026-05-19;2029-09-04;DI + 0,8000%;0.95;0.5411;0.7135;0.03;0.68;0.74;1032.047911;100.22;667.0;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.
consultoria;IPCA SPREAD;ENMTD5;2026-05-19;2040-09-15;IPCA + 6,9467%;8.1179;7.793;7.9443;0.13;7.81;8.07;967.678735;92.23;2168.0;5%;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;IPCA SPREAD;ENMTG8;2026-05-19;2041-02-15;IPCA + 6,5500%;7.9705;7.7728;7.7939;0.07;7.71;7.87;927.306376;90.05;2240.0;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;DI SPREAD;EQPAA0;2026-05-19;2032-09-15;DI + 0,6500%;0.9;0.7402;0.8219;0.02;0.79;0.85;1018.20861;99.37;931.0;--;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;DI SPREAD;EQTL17;2026-05-19;2030-03-15;DI + 0,7200%;0.7317;0.58;0.6533;0.02;0.63;0.67;1026.350466;100.15;584.0;--;EQUATORIAL ENERGIA S.A (*)
consultoria;IPCA SPREAD;EQTR11;2026-05-19;2039-04-15;IPCA + 4,8500%;8.4489;8.3161;8.3659;0.05;8.31;8.42;1124.948705;80.82;1563.0;--;EQUATORIAL TRANSMISSORA 8 SPE S.A.
consultoria;IPCA SPREAD;EQTS11;2026-05-19;2033-01-15;IPCA + 4,8500%;8.1232;7.9982;8.1003;0.01;8.08;8.11;1014.60587;90.93;769.0;--;EQUATORIAL TRANSMISSORA 1 SPE S.A
consultoria;IPCA SPREAD;ERDVC3;2026-05-19;2033-10-15;IPCA + 6,8285%;8.6197;8.2985;8.4826;0.04;8.43;8.52;1051.224624;92.29;1306.0;--;ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*)
consultoria;IPCA SPREAD;ESAM14;2026-05-19;2033-06-15;IPCA + 7,3129%;7.9423;7.628;7.7946;0.08;7.71;7.87;858.785469;98.69;737.0;5%;EMPRESA DE ENERGIA SÃO MANOEL S/A
consultoria;IPCA SPREAD;ETBA12;2026-05-19;2029-02-15;IPCA + 5,3382%;7.9821;7.6361;7.819;0.1;7.71;7.92;1108.373634;95.3;517.0;--;ETB - EMPRESA DE TRANSMISSAO BAIANA S.A. (*) (**)
consultoria;DI SPREAD;EUFA17;2026-05-19;2031-03-18;DI + 1,3000%;1.3436;1.1583;1.2525;0.01;1.23;1.27;1025.954803;100.13;738.0;50%;EUROFARMA LABORATÓRIOS S/A (*) (**)
consultoria;DI SPREAD;FLCLB1;2026-05-19;2026-06-10;DI + 0,8300%;0.5149;0.2815;0.3551;0.06;0.29;0.41;1064.297458;100.02;15.0;--;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A. (*) (**)
consultoria;DI SPREAD;FLRY19;2026-05-19;2029-05-17;DI + 0,5500%;0.6062;0.35;0.5138;0.05;0.46;0.56;1001.334136;100.07;544.0;--;FLEURY S/A (*)
consultoria;DI SPREAD;GSHC15;2026-05-19;2029-04-22;DI + 1,7000%;1.4004;1.1;1.1896;0.06;1.12;1.25;1019.482365;100.84;422.0;--;GSH CORP PARTICIPACOES S.A. (*)
consultoria;DI SPREAD;GSHC17;2026-05-19;2030-09-15;DI + 2,5000%;2.4816;1.9;2.0935;0.17;1.91;2.27;1036.333226;100.82;522.0;--;GSH CORP PARTICIPACOES S.A. (*)
consultoria;DI SPREAD;HAPV18;2026-05-19;2031-10-15;DI + 1,1000%;5.4659;4.0;4.7746;0.19;4.57;4.97;885.166414;87.39;936.0;--;HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*)
consultoria;DI SPREAD;HYPEB1;2026-05-19;2030-12-15;DI + 0,8500%;1.0136;0.7613;0.8881;0.06;0.82;0.95;1059.668483;99.87;826.0;--;HYPERA S/A (*)
consultoria;DI SPREAD;INEL12;2026-05-19;2029-05-15;DI + 1,6500%;1.4549;1.05;1.2578;0.01;1.24;1.27;1007.946572;100.67;438.0;10%;INSPIRALI EDUCACAO S/A (*)
